invoice_date,sales_id,customer,customer_id,region,state,city,product,price_per_unit,units_sold,total_sales,monthly_sales,sales_method,gender
2020-01-06,9303,West Gear,1128299,West,Nevada,Las Vegas,Men's Apparel,50.0,250.0,12500.0,6875.0,Outlet,MALE
2020-01-06,246,Foot Locker,1185732,Northeast,New York,New York,Women's Apparel,38.0,330.0,12540.0,401.0,Outlet,MALE
2020-01-06,5187,West Gear,1128299,West,Nevada,Las Vegas,Men's Apparel,45.15352895827673,70.0,3290.0,214.0,Online,MALE
2020-01-06,6561,Foot Locker,1185732,Northeast,New York,New York,Women's Apparel,50.0,1000.0,50000.0,12500.0,In-store,MALE
2020-01-07,8117,West Gear,1128299,West,Nevada,Las Vegas,Women's Apparel,45.0,475.0,21375.0,4275.0,Outlet,MALE
2020-01-07,83,Foot Locker,1185732,Northeast,New York,New York,Men's Street Footwear,33.0,388.0,12804.0,666.0,Outlet,MALE
2020-01-07,2462,West Gear,1128299,West,Nevada,Las Vegas,Women's Apparel,36.0,166.0,5976.0,143.0,Outlet,MALE
2020-01-07,6489,Foot Locker,1185732,Northeast,New York,New York,Men's Street Footwear,45.15352895827673,1250.0,62500.0,31250.0,In-store,MALE
2020-01-07,3322,West Gear,1128299,West,Nevada,Las Vegas,Women's Apparel,41.0,128.0,5248.0,157.0,Online,MALE
2020-01-07,90,Foot Locker,1185732,Northeast,New York,New York,Men's Street Footwear,46.0,313.0,14398.0,893.0,Online,MALE
2020-01-08,2110,West Gear,1128299,West,Nevada,Las Vegas,Men's Street Footwear,27.0,173.0,4671.0,201.0,Outlet,MALE
2020-01-08,336,Foot Locker,1185732,Northeast,New York,New York,Men's Athletic Footwear,46.0,261.0,12006.0,3432.9229,Online,MALE
2020-01-08,2069,West Gear,1128299,West,Nevada,Las Vegas,Men's Street Footwear,34.0,158.0,5372.0,269.0,Online,MALE
2020-01-08,7677,West Gear,1128299,West,Nevada,Las Vegas,Men's Street Footwear,35.0,525.0,18375.0,7350.0,Outlet,MALE
2020-01-08,384,Foot Locker,1185732,Northeast,New York,New York,Men's Athletic Footwear,45.15352895827673,315.0,12285.0,405.0,Outlet,MALE
2020-01-08,6410,Foot Locker,1185732,Northeast,New York,New York,Men's Athletic Footwear,5.0,900.0,12427.332049922163,13500.0,Outlet,MALE
2020-01-09,2952,West Gear,1128299,West,Nevada,Las Vegas,Men's Athletic Footwear,35.0,145.0,5075.0,157.0,Outlet,MALE
2020-01-09,3324,West Gear,1128299,West,Nevada,Las Vegas,Men's Athletic Footwear,43.0,128.0,5504.0,220.0,Online,MALE
2020-01-09,8354,West Gear,1128299,West,Nevada,Las Vegas,Men's Athletic Footwear,45.0,425.0,19125.0,4781.0,Outlet,MALE
2020-01-10,2756,West Gear,1128299,West,Nevada,Las Vegas,Women's Street Footwear,31.0,140.0,4340.0,187.0,Outlet,MALE
2020-01-10,8355,West Gear,1128299,West,Nevada,Las Vegas,Women's Street Footwear,45.0,425.0,19125.0,7650.0,Outlet,MALE
2020-01-10,3945,West Gear,1128299,West,Nevada,Las Vegas,Women's Street Footwear,41.0,119.0,4879.0,259.0,Online,MALE
2020-01-11,9067,West Gear,1128299,West,Nevada,Las Vegas,Women's Athletic Footwear,45.0,275.0,12375.0,4331.0,Outlet,FEMALE
2020-01-11,5143,West Gear,1128299,West,Nevada,Las Vegas,Women's Athletic Footwear,44.0,74.0,3256.0,150.0,Online,FEMALE
2020-01-11,4711,West Gear,1128299,West,Nevada,Las Vegas,Women's Athletic Footwear,45.15352895827673,85.0,2550.0,105.0,Outlet,FEMALE
2020-01-12,6016,West Gear,1128299,West,Nevada,Las Vegas,Men's Apparel,46.0,52.0,2392.0,167.0,Online,MALE
2020-01-12,5250,West Gear,1128299,West,Nevada,Las Vegas,Men's Apparel,37.0,70.0,2590.0,158.0,Outlet,MALE
2020-01-12,9530,West Gear,1128299,West,Nevada,Las Vegas,Men's Apparel,50.0,200.0,10000.0,5500.0,Outlet,MALE
2020-01-13,8581,West Gear,1128299,West,Nevada,Las Vegas,Women's Apparel,45.0,400.0,18000.0,3600.0,Outlet,MALE
2020-01-13,3729,West Gear,1128299,West,Nevada,Las Vegas,Women's Apparel,41.0,116.0,4756.0,162.0,Online,MALE
2020-01-13,2758,West Gear,1128299,West,Nevada,Las Vegas,Women's Apparel,31.0,140.0,4340.0,100.0,Outlet,MALE
2020-01-14,1648,West Gear,1128299,West,Nevada,Las Vegas,Men's Street Footwear,31.0,182.0,5642.0,254.0,Outlet,MALE
2020-01-14,2516,West Gear,1128299,West,Nevada,Las Vegas,Men's Street Footwear,45.15352895827673,160.0,6880.0,378.0,Online,MALE
2020-01-14,7632,West Gear,1128299,West,Nevada,Las Vegas,Men's Street Footwear,45.0,550.0,24750.0,9900.0,Outlet,MALE
2020-01-15,3552,West Gear,1128299,West,Nevada,Las Vegas,Men's Athletic Footwear,42.0,124.0,5208.0,167.0,Outlet,MALE
2020-01-15,3596,West Gear,1128299,West,Nevada,Las Vegas,Men's Athletic Footwear,50.0,120.0,6000.0,240.0,Online,MALE
2020-01-15,8583,West Gear,1128299,West,Nevada,Las Vegas,Men's Athletic Footwear,55.0,400.0,22000.0,3432.9229,Outlet,MALE
2020-01-16,4270,West Gear,1128299,West,Nevada,Las Vegas,Women's Street Footwear,52.0,104.0,5408.0,287.0,Online,MALE
2020-01-16,8586,West Gear,1128299,West,Nevada,Las Vegas,Women's Street Footwear,55.0,400.0,22000.0,8800.0,Outlet,MALE
2020-01-16,3456,West Gear,1128299,West,Nevada,Las Vegas,Women's Street Footwear,43.0,128.0,5504.0,259.0,Outlet,MALE
2020-01-17,9288,West Gear,1128299,West,Nevada,Las Vegas,Women's Athletic Footwear,55.0,300.0,16500.0,5775.0,Outlet,FEMALE
2020-01-17,4612,West Gear,1128299,West,Nevada,Las Vegas,Women's Athletic Footwear,41.0,93.0,3813.0,156.0,Outlet,FEMALE
2020-01-17,4778,West Gear,1128299,West,Nevada,Las Vegas,Women's Athletic Footwear,50.0,84.0,4200.0,197.0,Online,FEMALE
2020-01-18,5735,West Gear,1128299,West,Nevada,Las Vegas,Men's Apparel,44.0,60.0,2640.0,164.0,Outlet,MALE
2020-01-18,9603,West Gear,1128299,West,Nevada,Las Vegas,Men's Apparel,60.0,175.0,10500.0,5775.0,Outlet,MALE
2020-01-18,6004,West Gear,1128299,West,Nevada,Las Vegas,Men's Apparel,55.0,47.0,2585.0,181.0,Online,MALE
2020-01-19,4389,West Gear,1128299,West,Nevada,Las Vegas,Women's Apparel,54.0,94.0,5076.0,173.0,Online,MALE
2020-01-19,8730,West Gear,1128299,West,Nevada,Las Vegas,Women's Apparel,55.0,375.0,20625.0,4125.0,Outlet,MALE
2020-01-19,3554,West Gear,1128299,West,Nevada,Las Vegas,Women's Apparel,39.0,124.0,4836.0,126.0,Outlet,MALE
2020-01-20,7637,West Gear,1128299,West,Nevada,Las Vegas,Men's Street Footwear,60.0,550.0,33000.0,13200.0,Outlet,MALE
2020-01-20,2794,West Gear,1128299,West,Nevada,Las Vegas,Men's Street Footwear,58.0,143.0,8294.0,423.0,Online,MALE
2020-01-20,1998,West Gear,1128299,West,Nevada,Las Vegas,Men's Street Footwear,45.20474407,171.0,11591.0,294.0,Outlet,MALE
2020-01-21,4366,West Gear,1128299,West,Nevada,Las Vegas,Men's Athletic Footwear,62.0,256.8807025,6324.0,240.0,Online,MALE
2020-01-21,6683,Foot Locker,1185732,Northeast,New York,New York,Women's Street Footwear,40.0,950.0,38000.0,13300.0,Outlet,MALE
2020-01-21,3862,West Gear,1128299,West,Nevada,Las Vegas,Men's Athletic Footwear,46.0,116.0,5336.0,155.0,Outlet,MALE
2020-01-21,9139,West Gear,1128299,West,Nevada,Las Vegas,Men's Athletic Footwear,45.15352895827673,350.0,22750.0,5688.0,Outlet,MALE
2020-01-21,305,Foot Locker,1185732,Northeast,New York,New York,Women's Street Footwear,32.0,323.0,10336.0,393.0,Outlet,MALE
2020-01-21,8,Foot Locker,1185732,Northeast,New York,New York,Women's Street Footwear,36.0,276.0,9936.0,467.0,Online,MALE
2020-01-22,794,Foot Locker,1185732,Northeast,New York,New York,Women's Athletic Footwear,32.0,248.0,7936.0,302.0,Outlet,FEMALE
2020-01-22,3797,West Gear,1128299,West,Nevada,Las Vegas,Women's Street Footwear,47.0,120.0,5640.0,254.0,Outlet,MALE
2020-01-22,1015,Foot Locker,1185732,Northeast,New York,New York,Women's Athletic Footwear,44.0,206.0,9064.0,444.0,Online,FEMALE
2020-01-22,6875,Foot Locker,1185732,Northeast,New York,New York,Women's Athletic Footwear,45.0,825.0,37125.0,12994.0,Outlet,FEMALE
2020-01-22,8588,West Gear,1128299,West,Nevada,Las Vegas,Women's Street Footwear,65.0,400.0,26000.0,10400.0,Outlet,MALE
2020-01-22,3599,West Gear,1128299,West,Nevada,Las Vegas,Women's Street Footwear,61.0,120.0,7320.0,388.0,Online,MALE
2020-01-23,9294,West Gear,1128299,West,Nevada,Las Vegas,Women's Athletic Footwear,60.0,300.0,18000.0,6300.0,Outlet,FEMALE
2020-01-23,4623,West Gear,1128299,West,Nevada,Las Vegas,Women's Athletic Footwear,40.0,90.0,3600.0,148.0,Outlet,FEMALE
2020-01-23,6413,Foot Locker,1185732,Northeast,New York,New York,Men's Apparel,60.0,900.0,54000.0,16200.0,Outlet,MALE
2020-01-23,152,Foot Locker,1185732,Northeast,New York,New York,Men's Apparel,43.0,306.0,13158.0,461.0,Outlet,MALE
2020-01-23,481,Foot Locker,1185732,Northeast,New York,New York,Men's Apparel,58.0,243.0,14094.0,606.0,Online,MALE
2020-01-23,5714,West Gear,1128299,West,Nevada,Las Vegas,Women's Athletic Footwear,59.0,75.0,4425.0,204.0,Online,FEMALE
2020-01-24,6018,West Gear,1128299,West,Nevada,Las Vegas,Men's Apparel,63.0,52.0,3276.0,216.0,Online,MALE
2020-01-24,392,Foot Locker,1185732,Northeast,New York,New York,Women's Apparel,48.0,290.0,13920.0,529.0,Online,MALE
2020-01-24,6564,Foot Locker,1185732,Northeast,New York,New York,Women's Apparel,50.0,1000.0,50000.0,12500.0,Outlet,MALE
2020-01-24,186,Foot Locker,1185732,Northeast,New York,New York,Women's Apparel,36.0,350.0,12600.0,365.0,Outlet,MALE
2020-01-24,9531,West Gear,1128299,West,Nevada,Las Vegas,Men's Apparel,65.0,200.0,13000.0,7150.0,Outlet,MALE
2020-01-24,5512,West Gear,1128299,West,Nevada,Las Vegas,Men's Apparel,47.0,62.0,2914.0,178.0,Outlet,MALE
2020-01-25,4744,West Gear,1128299,West,Nevada,Las Vegas,Women's Apparel,78.0,95.0,7410.0,252.0,Online,MALE
2020-01-25,123,Foot Locker,1185732,Northeast,New York,New York,Men's Street Footwear,46.0,354.0,16284.0,1026.0,Online,MALE
2020-01-25,6491,Foot Locker,1185732,Northeast,New York,New York,Men's Street Footwear,50.0,1220.0,61000.0,30500.0,Outlet,MALE
2020-01-25,9143,West Gear,1128299,West,Nevada,Las Vegas,Women's Apparel,80.0,350.0,28000.0,5600.0,Outlet,MALE
2020-01-25,80,Foot Locker,1185732,Northeast,New York,New York,Men's Street Footwear,40.0,390.0,15600.0,811.0,Outlet,MALE
2020-01-25,3484,West Gear,1128299,West,Nevada,Las Vegas,Women's Apparel,54.0,123.0,6642.0,179.0,Outlet,MALE
2020-01-26,413,Foot Locker,1185732,Northeast,New York,New York,Men's Athletic Footwear,35.0,315.0,11025.0,397.0,Outlet,MALE
2020-01-26,2479,West Gear,1128299,West,Nevada,Las Vegas,Men's Street Footwear,58.0,149.0,8642.0,501.0,Online,MALE
2020-01-26,7643,West Gear,1128299,West,Nevada,Las Vegas,Men's Street Footwear,60.0,550.0,33000.0,14850.0,Outlet,MALE
2020-01-26,6746,Foot Locker,1185732,Northeast,New York,New York,Men's Athletic Footwear,50.0,925.0,46250.0,13875.0,Outlet,MALE
2020-01-26,201,Foot Locker,1185732,Northeast,New York,New York,Men's Athletic Footwear,48.0,259.0,12432.0,535.0,Online,MALE
2020-01-26,2000,West Gear,1128299,West,Nevada,Las Vegas,Men's Street Footwear,43.0,171.0,7353.0,353.0,Outlet,MALE
2020-01-27,3798,West Gear,1128299,West,Nevada,Las Vegas,Men's Athletic Footwear,43.0,120.0,5160.0,181.0,Outlet,MALE
2020-01-27,8589,West Gear,1128299,West,Nevada,Las Vegas,Men's Athletic Footwear,65.0,400.0,26000.0,7800.0,Outlet,MALE
2020-01-27,6687,Foot Locker,1185732,Northeast,New York,New York,Women's Street Footwear,40.0,950.0,38000.0,13300.0,Outlet,MALE
2020-01-27,4272,West Gear,1128299,West,Nevada,Las Vegas,Men's Athletic Footwear,60.0,104.0,6240.0,268.0,Online,MALE
2020-01-27,405,Foot Locker,1185732,Northeast,New York,New York,Women's Street Footwear,39.0,247.0,9633.0,472.0,Online,MALE
2020-01-27,76,Foot Locker,1185732,Northeast,New York,New York,Women's Street Footwear,27.0,314.0,8478.0,348.0,Outlet,MALE
2020-01-28,516,Foot Locker,1185732,Northeast,New York,New York,Women's Athletic Footwear,31.0,240.0,7440.0,298.0,Outlet,FEMALE
2020-01-28,3463,West Gear,1128299,West,Nevada,Las Vegas,Women's Street Footwear,49.0,132.0,6468.0,304.0,Outlet,MALE
2020-01-28,3733,West Gear,1128299,West,Nevada,Las Vegas,Women's Street Footwear,63.0,116.0,7308.0,417.0,Online,MALE
2020-01-28,6780,Foot Locker,1185732,Northeast,New York,New York,Women's Athletic Footwear,45.0,800.0,36000.0,12600.0,Outlet,FEMALE
2020-01-28,8593,West Gear,1128299,West,Nevada,Las Vegas,Women's Street Footwear,65.0,400.0,26000.0,11700.0,Outlet,MALE
2020-01-28,1052,Foot Locker,1185732,Northeast,New York,New York,Women's Athletic Footwear,43.0,216.0,9288.0,464.0,Online,FEMALE
2020-01-29,4150,West Gear,1128299,West,Nevada,Las Vegas,Women's Athletic Footwear,47.0,105.0,4935.0,227.0,Outlet,FEMALE
2020-01-29,9321,West Gear,1128299,West,Nevada,Las Vegas,Women's Athletic Footwear,60.0,300.0,18000.0,7200.0,Outlet,FEMALE
2020-01-29,4473,West Gear,1128299,West,Nevada,Las Vegas,Women's Athletic Footwear,57.0,90.0,5130.0,257.0,Online,FEMALE
2020-01-29,6672,Foot Locker,1185732,Northeast,New York,New York,Men's Apparel,60.0,850.0,51000.0,15300.0,Outlet,MALE
2020-01-29,665,Foot Locker,1185732,Northeast,New York,New York,Men's Apparel,59.0,230.0,13570.0,570.0,Online,MALE
2020-01-29,440,Foot Locker,1185732,Northeast,New York,New York,Men's Apparel,43.0,289.0,12427.0,398.0,Outlet,MALE
2020-01-30,9532,West Gear,1128299,West,Nevada,Las Vegas,Men's Apparel,65.0,200.0,13000.0,7800.0,Outlet,MALE
2020-01-30,5640,West Gear,1128299,West,Nevada,Las Vegas,Men's Apparel,60.0,60.0,3600.0,252.0,Online,MALE
2020-01-30,5322,West Gear,1128299,West,Nevada,Las Vegas,Men's Apparel,43.0,66.0,2838.0,187.0,Outlet,MALE
2020-01-30,6691,Foot Locker,1185732,Northeast,New York,New York,Women's Apparel,50.0,950.0,47500.0,11875.0,Outlet,MALE
2020-01-30,311,Foot Locker,1185732,Northeast,New York,New York,Women's Apparel,36.0,323.0,11628.0,314.0,Outlet,MALE
2020-01-30,595,Foot Locker,1185732,Northeast,New York,New York,Women's Apparel,45.0,238.0,10710.0,375.0,Online,MALE
2020-01-31,6495,Foot Locker,1185732,Northeast,New York,New York,Men's Street Footwear,50.0,1200.0,60000.0,30000.0,Outlet,MALE
2020-01-31,3037,West Gear,1128299,West,Nevada,Las Vegas,Women's Apparel,78.0,131.0,10218.0,358.0,Online,MALE
2020-01-31,2759,West Gear,1128299,West,Nevada,Las Vegas,Women's Apparel,54.0,140.0,7560.0,242.0,Outlet,MALE
2020-01-31,8203,West Gear,1128299,West,Nevada,Las Vegas,Women's Apparel,80.0,450.0,36000.0,9000.0,Outlet,MALE
2020-01-31,291,Foot Locker,1185732,Northeast,New York,New York,Men's Street Footwear,45.0,300.0,13500.0,837.0,Online,MALE
2020-01-31,115,Foot Locker,1185732,Northeast,New York,New York,Men's Street Footwear,33.0,372.0,12276.0,663.0,Outlet,MALE
2020-02-01,473,West Gear,1128299,West,Nevada,Las Vegas,Men's Street Footwear,47.0,245.0,11515.0,576.0,Outlet,MALE
2020-02-01,1578,West Gear,1128299,West,Nevada,Las Vegas,Men's Street Footwear,56.0,189.0,10584.0,603.0,Online,MALE
2020-02-01,6416,Foot Locker,1185732,Northeast,New York,New York,Men's Athletic Footwear,50.0,900.0,45000.0,13500.0,Outlet,MALE
2020-02-01,6960,West Gear,1128299,West,Nevada,Las Vegas,Men's Street Footwear,60.0,700.0,42000.0,18900.0,Outlet,MALE
2020-02-01,744,Foot Locker,1185732,Northeast,New York,New York,Men's Athletic Footwear,47.0,234.0,10998.0,451.0,Online,MALE
2020-02-01,416,Foot Locker,1185732,Northeast,New York,New York,Men's Athletic Footwear,35.0,315.0,11025.0,364.0,Outlet,MALE
2020-02-02,6418,Foot Locker,1185732,Northeast,New York,New York,Women's Street Footwear,40.0,900.0,36000.0,12600.0,Outlet,MALE
2020-02-02,1984,West Gear,1128299,West,Nevada,Las Vegas,Men's Athletic Footwear,62.0,165.0,10230.0,419.0,Online,MALE
2020-02-02,419,Foot Locker,1185732,Northeast,New York,New York,Women's Street Footwear,28.0,315.0,8820.0,335.0,Outlet,MALE
2020-02-02,450,Foot Locker,1185732,Northeast,New York,New York,Women's Street Footwear,39.0,252.0,9828.0,491.0,Online,MALE
2020-02-02,7649,West Gear,1128299,West,Nevada,Las Vegas,Men's Athletic Footwear,65.0,550.0,35750.0,10725.0,Outlet,MALE
2020-02-02,1651,West Gear,1128299,West,Nevada,Las Vegas,Men's Athletic Footwear,51.0,182.0,9282.0,334.0,Outlet,MALE
2020-02-03,1986,West Gear,1128299,West,Nevada,Las Vegas,Women's Street Footwear,62.0,165.0,10230.0,604.0,Online,MALE
2020-02-03,6879,Foot Locker,1185732,Northeast,New York,New York,Women's Athletic Footwear,45.0,825.0,37125.0,12994.0,Outlet,FEMALE
2020-02-03,1573,West Gear,1128299,West,Nevada,Las Vegas,Women's Street Footwear,46.0,176.0,8096.0,389.0,Outlet,MALE
2020-02-03,574,Foot Locker,1185732,Northeast,New York,New York,Women's Athletic Footwear,41.0,239.0,9799.0,480.0,Online,FEMALE
2020-02-03,447,Foot Locker,1185732,Northeast,New York,New York,Women's Athletic Footwear,31.0,289.0,8959.0,331.0,Outlet,FEMALE
2020-02-03,7653,West Gear,1128299,West,Nevada,Las Vegas,Women's Street Footwear,65.0,550.0,35750.0,16088.0,Outlet,MALE
2020-02-04,1094,Foot Locker,1185732,Northeast,New York,New York,Men's Apparel,56.0,215.0,12040.0,506.0,Online,MALE
2020-02-04,2954,West Gear,1128299,West,Nevada,Las Vegas,Women's Athletic Footwear,47.0,145.0,6815.0,307.0,Outlet,FEMALE
2020-02-04,6883,Foot Locker,1185732,Northeast,New York,New York,Men's Apparel,60.0,825.0,49500.0,14850.0,Outlet,MALE
2020-02-04,3834,West Gear,1128299,West,Nevada,Las Vegas,Women's Athletic Footwear,58.0,111.0,6438.0,328.0,Online,FEMALE
2020-02-04,8356,West Gear,1128299,West,Nevada,Las Vegas,Women's Athletic Footwear,60.0,425.0,25500.0,10200.0,Outlet,FEMALE
2020-02-04,607,Foot Locker,1185732,Northeast,New York,New York,Men's Apparel,44.0,281.0,12364.0,445.0,Outlet,MALE
2020-02-05,9323,West Gear,1128299,West,Nevada,Las Vegas,Men's Apparel,65.0,300.0,19500.0,11700.0,Outlet,MALE
2020-02-05,6696,Foot Locker,1185732,Northeast,New York,New York,Women's Apparel,50.0,950.0,47500.0,11875.0,Outlet,MALE
2020-02-05,4873,West Gear,1128299,West,Nevada,Las Vegas,Men's Apparel,59.0,81.0,4779.0,354.0,Online,MALE
2020-02-05,610,Foot Locker,1185732,Northeast,New York,New York,Women's Apparel,49.0,238.0,11662.0,431.0,Online,MALE
2020-02-05,231,Foot Locker,1185732,Northeast,New York,New York,Women's Apparel,39.0,333.0,12987.0,351.0,Outlet,MALE
2020-02-05,4153,West Gear,1128299,West,Nevada,Las Vegas,Men's Apparel,47.0,105.0,4935.0,321.0,Outlet,MALE
2020-02-06,7448,West Gear,1128299,West,Nevada,Las Vegas,Women's Apparel,80.0,600.0,48000.0,12000.0,Outlet,MALE
2020-02-06,1874,West Gear,1128299,West,Nevada,Las Vegas,Women's Apparel,73.0,174.0,12702.0,508.0,Online,MALE
2020-02-06,1413,West Gear,1128299,West,Nevada,Las Vegas,Women's Apparel,57.0,192.0,10944.0,306.0,Outlet,MALE
2020-02-06,380,Foot Locker,1185732,Northeast,New York,New York,Men's Street Footwear,54.0,317.0,17118.0,1096.0,Online,MALE
2020-02-06,119,Foot Locker,1185732,Northeast,New York,New York,Men's Street Footwear,44.0,366.0,16104.0,837.0,Outlet,MALE
2020-02-06,6399,Foot Locker,1185732,Northeast,New York,New York,Men's Street Footwear,60.0,1220.0,73200.0,36600.0,Outlet,MALE
2020-02-07,525,West Gear,1128299,West,Nevada,Las Vegas,Men's Street Footwear,48.0,233.0,11184.0,492.0,Outlet,MALE
2020-02-07,6847,West Gear,1128299,West,Nevada,Las Vegas,Men's Street Footwear,60.0,750.0,45000.0,18000.0,Outlet,MALE
2020-02-07,910,West Gear,1128299,West,Nevada,Las Vegas,Men's Street Footwear,45.15352895827673,218.0,12644.0,670.0,Online,MALE
2020-02-07,204,Foot Locker,1185732,Northeast,New York,New York,Men's Athletic Footwear,50.0,259.0,12950.0,518.0,Online,MALE
2020-02-07,6749,Foot Locker,1185732,Northeast,New York,New York,Men's Athletic Footwear,55.0,925.0,50875.0,15263.0,Outlet,MALE
2020-02-07,355,Foot Locker,1185732,Northeast,New York,New York,Men's Athletic Footwear,37.0,296.0,10952.0,383.0,Outlet,MALE
2020-02-08,7452,West Gear,1128299,West,Nevada,Las Vegas,Men's Athletic Footwear,65.0,600.0,39000.0,9750.0,Outlet,MALE
2020-02-08,1876,West Gear,1128299,West,Nevada,Las Vegas,Men's Athletic Footwear,61.0,174.0,10614.0,382.0,Online,MALE
2020-02-08,474,Foot Locker,1185732,Northeast,New York,New York,Women's Street Footwear,36.0,288.0,10368.0,435.0,Outlet,MALE
2020-02-08,1143,West Gear,1128299,West,Nevada,Las Vegas,Men's Athletic Footwear,45.15352895827673,204.0,9384.0,253.0,Outlet,MALE
2020-02-08,338,Foot Locker,1185732,Northeast,New York,New York,Women's Street Footwear,46.0,261.0,12006.0,564.0,Online,MALE
2020-02-08,6420,Foot Locker,1185732,Northeast,New York,New York,Women's Street Footwear,50.0,900.0,45000.0,15750.0,Outlet,MALE
2020-02-09,448,Foot Locker,1185732,Northeast,New York,New York,Women's Athletic Footwear,33.0,289.0,9537.0,381.0,Outlet,FEMALE
2020-02-09,7656,West Gear,1128299,West,Nevada,Las Vegas,Women's Street Footwear,65.0,550.0,35750.0,14300.0,In-store,MALE
